13;Balto ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMjBhNmFlZjMtMzhlYy00NDBlLWFiMjctMmE0ZjgwOGM2MTNmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX182_CR0,0,182,268_AL_.jpg
14;Nixon ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNzBlOWY0ZmEtZjdkYS00ZGU0LWEwN2YtYzBkNDM5ZDBjMmI1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg
15;Cutthroat Island ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMDg2YTI0YmQtYzgwMi00Zjk4LWJkZjgtYjg0ZDE2ODUzY2RlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg
16;Casino ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX182_CR0,0,182,268_AL_.jpg
17;Sense and Sensibility ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
18;Four Rooms ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNDc3Y2YwMjUtYzlkMi00MTljLTg1ZGMtYzUwODljZTI1OTZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
19;Ace Ventura: When Nature Calls ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNGFiYTgxZDctNGI4OS00MWU1LWIwOGUtZmMyNGQxYjVkZjQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
20;Money Train ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNDEwNzcyNjkzNl5BMl5BanBnXkFtZTcwNzQyMzYxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
21;Get Shorty ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
22;Copycat ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
23;Assassins ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMGY2OWI5ZjQtYjY0Zi00Y2M4LWEwMmMtOTJhODYxYTExNWZlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
24;Powder ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NDczNjYwMV5BMl5BanBnXkFtZTYwNTI3Mjc4._V1_UX182_CR0,0,182,268_AL_.jpg
25;Leaving Las Vegas ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
26;Othello ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
27;Now and Then ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MDQ1YjUtMGM0NC00NmFlLTljMDktZjJiNWRhMWYxOWYyXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_UX182_CR0,0,182,268_AL_.jpg
28;The City of Lost Children ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR7,0,182,268_AL_.jpg
29;Yao a yao, yao dao wai po qiao ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMzAwOTQyNF5BMl5BanBnXkFtZTcwNDU1MjgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg
30;Dangerous Minds ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BZjk2YjNkYTYtOTZkNy00ZmRkLWI5ODEtYzA4MTM3MzMyZjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
31;Twelve Monkeys ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BN2Y2OWU4MWMtNmIyMy00YzMyLWI0Y2ItMTcyZDc3MTdmZDU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
32;Wings of Courage ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3ODY1MjA3OF5BMl5BanBnXkFtZTcwODgzOTgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
33;Babe ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg
34;Carrington ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BZjQ3MTBkNDEtMGRlZS00OTY0LTkzYjktOWU2MzI3ZDRiMjY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg
35;Dead Man Walking ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg
36;Across the Sea of Time ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BOTIwMzk1MDc1MF5BMl5BanBnXkFtZTcwMTEzNDkyMQ@@._V1_UY268_CR43,0,182,268_AL_.jpg
37;It Takes Two ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX182_CR0,0,182,268_AL_.jpg
38;Clueless ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg
39;Cry, the Beloved Country ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
40;Richard III ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MzMwMzIxMF5BMl5BanBnXkFtZTYwNTM0Nzc5._V1_UY268_CR2,0,182,268_AL_.jpg
41;Dead Presidents ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMzE0NTI0MTM5MV5BMl5BanBnXkFtZTcwMzYwMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
42;Restoration ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODY5MTU5OF5BMl5BanBnXkFtZTYwNjcwNTY5._V1_UY268_CR1,0,182,268_AL_.jpg
43;Mortal Kombat ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNzJhYjYxMTctNmY4My00NGIzLThmN2MtYjgwMjlmZWNjMTJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
44;To Die For ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
45;How to Make an American Quilt ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
46;Se7en ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg
47;Pocahontas ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UX182_CR0,0,182,268_AL_.jpg
48;When Night Is Falling ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTU5MDMzN15BMl5BanBnXkFtZTcwMTkxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg
49;The Usual Suspects ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
50;Guardian Angel ;1994;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1OTA0NDQzN15BMl5BanBnXkFtZTcwMjIwNjQyMQ@@._V1_UY268_CR102,0,182,268_AL_.jpg
51;Mighty Aphrodite ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg
52;Lamerica ;1994;https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTI5MjU3MF5BMl5BanBnXkFtZTcwMjMzODUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
53;The Big Green ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwODc3MDk3Nl5BMl5BanBnXkFtZTcwMTE5NTUyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg
54;Georgia ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg
55;Kids of the Round Table ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwMTM0MzI3OTheQTJeQWpwZ15BbWU3MDQzNTQ2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg
56;Home for the Holidays ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
57;Il Postino: The Postman ;1994;https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NDI4NjQyOV5BMl5BanBnXkFtZTYwODI1NDE5._V1_UY268_CR3,0,182,268_AL_.jpg
58;Le confessionnal ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2MDE1MTYyNl5BMl5BanBnXkFtZTcwMzc3NDEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
59;The Indian in the Cupboard ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
60;Eye for an Eye ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_UX182_CR0,0,182,268_AL_.jpg
61;Mr. Holland's Opus ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg
62;Don't Be a Menace to South Central While Drinking Your Juice in the Hood ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
63;Two If by Sea ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MDcxNjY5MV5BMl5BanBnXkFtZTYwNDMxMTk5._V1_UX182_CR0,0,182,268_AL_.jpg
64;Bio-Dome ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
65;Lawnmower Man 2: Beyond Cyberspace ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
66;Two Bits ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg
67;French Twist ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NjczMTU1OF5BMl5BanBnXkFtZTcwOTAzNTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
68;Friday ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg
69;From Dusk Till Dawn ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
70;Fair Game ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NjM0MDI1OF5BMl5BanBnXkFtZTcwMDQ1ODMyMQ@@._V1_UY268_CR11,0,182,268_AL_.jpg
71;Kicking and Screaming ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMjkwMzE4Nl5BMl5BanBnXkFtZTcwNzY0NzMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
72;Les misí©rables ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NzgyNTk0N15BMl5BanBnXkFtZTYwNjk4MDU5._V1_UY268_CR2,0,182,268_AL_.jpg
73;Bed of Roses ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMjg4MzcxMzk3M15BMl5BanBnXkFtZTcwNzkzOTMyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg
74;Big Bully ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BYzAzMmUyNTYtNTQ4Yi00ZDJmLTliMTAtOTFlY2U0ODNiMGNmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL_.jpg
75;Screamers ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
76;Nico Icon ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg
77;The Crossing Guard ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMjkwNWMyZjQtNmU5MS00ZWE1LWE3NzMtNGZjNTlhYzcwNjIzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg
78;The Juror ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
79;The White Balloon ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5ODk5MDAwN15BMl5BanBnXkFtZTYwNDA3MjE5._V1_UX182_CR0,0,182,268_AL_.jpg
80;Things to Do in Denver When You're Dead ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMzI0OWEzZmItOGUyOC00M2Y2LWIzNDEtY2EzYzAwNWI0ZDkyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL_.jpg
81;Antonia's Line ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg
82;Once Upon a Time... When We Were Colored ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
83;Last Summer in the Hamptons ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2OTM4MDI2OV5BMl5BanBnXkFtZTcwNTQxMTYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
84;Angels and Insects ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg
85;White Squall ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NjIzMTI5OV5BMl5BanBnXkFtZTcwMjY0MzAyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg
86;Dunston Checks In ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BN2RhOTA4YzAtNTg3NC00NmYxLWI1YjQtYzM4NTJlYzVhZGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
87;Black Sheep ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BYjc2NzU0YjUtYzkyNS00NjcwLWJiM2QtM2Y3YjFhMTQ0M2I3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
88;Nick of Time ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1OTk4OTM2NF5BMl5BanBnXkFtZTYwNzE4OTc4._V1_UY268_CR3,0,182,268_AL_.jpg
89;The Journey of August King ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MTMxMDQyMV5BMl5BanBnXkFtZTcwMDEzMzcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
90;Mary Reilly ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MzEzNTc2NF5BMl5BanBnXkFtZTYwNTI5NjU5._V1_UY268_CR0,0,182,268_AL_.jpg
91;Vampire in Brooklyn ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNWFlYjJiYzUtNWE1YS00YzM5LTkxYzMtN2FlMjI4NTNlNzExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
92;Beautiful Girls ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1_UY268_CR2,0,182,268_AL_.jpg
93;Broken Arrow ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTQzMDQwMF5BMl5BanBnXkFtZTYwOTQ1OTk4._V1_UY268_CR3,0,182,268_AL_.jpg
94;A Midwinter's Tale ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_UX182_CR0,0,182,268_AL_.jpg
95;La Haine ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNDNiOTA5YjktY2Q0Ni00ODgzLWE5MWItNGExOWRlYjY2MjBlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR3,0,182,268_AL_.jpg
96;Shopping ;1994;https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5NzE3MjQ4MzFeQTJeQWpwZ15BbWU3MDQ1MDU2MjE@._V1_UY268_CR4,0,182,268_AL_.jpg
97;Heidi Fleiss: Hollywood Madam ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
98;City Hall ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BZDg3M2YzZWQtMmZjZC00NzJmLThiNDMtZjM3Mjk0MjFkOTQ0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg
99;Bottle Rocket ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NDY4Mzc1Nl5BMl5BanBnXkFtZTcwNzUyNDk5MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
100;Mr. Wrong ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MTAxMjcyMl5BMl5BanBnXkFtZTcwMTIzMTEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
101;Unforgettable ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MjA4MzIxMV5BMl5BanBnXkFtZTcwMTg3Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg
102;Happy Gilmore ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NjUxODg3Ml5BMl5BanBnXkFtZTcwNzcyODc5Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg
103;The Bridges of Madison County ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MDkxMzA2NF5BMl5BanBnXkFtZTYwNjIxMDI5._V1_UY268_CR7,0,182,268_AL_.jpg
104;Nobody Loves Me ;1994;https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
105;Muppet Treasure Island ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NDU1MDYxMl5BMl5BanBnXkFtZTcwNjgyMTEzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
106;Catwalk ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
107;Headless Body in Topless Bar ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMTAzNDY0NF5BMl5BanBnXkFtZTcwODc4ODcxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg
108;Braveheart ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyNGE1ODQtYTNiNS00ZTUyLThhZjktMTgyOGZkZThlYTc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
109;Taxi Driver ;1976;https://images-na.ssl-images-amazon.com/images/M/MV5BNGQxNDgzZWQtZTNjNi00M2RkLWExZmEtNmE1NjEyZDEwMzA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg
110;Rumble in the Bronx ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BZTUxMzY1N2YtZjM5NC00MmUzLThkNzEtYjNiYzg0MzI4MDc5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR6,0,182,268_AL_.jpg
111;Before and After ;1996;https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwODk4NDkzNF5BMl5BanBnXkFtZTcwMjA0MjUyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg
112;Margaret's Museum ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NjY0Mjk4MV5BMl5BanBnXkFtZTcwNTAzMzUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg
113;Happiness Is in the Field ;1995;https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxMzM5MDAxMF5BMl5BanBnXkFtZTcwNzUxNDMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg
